Record_Type,Hospital_ID,Hospital_Name,Product_ID,Product_Name,Product_Category,Usage_Family,Movement_Date,Movement_Qty,Current_Stock,Expiry_Date,Consignment_Start_Date
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2024-12-13,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-01-26,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-03-21,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-03-01,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2024-12-19,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-06-21,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-11-02,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-08-05,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-05-07,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-01-23,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-10-28,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-11-22,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-08-13,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-06-24,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-08-09,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2024-10-29,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-09-16,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2024-10-30,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-07-18,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-06-30,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-06-11,1,,,2025-03-30
movement,H002,City Medical Center,DK-107,Infection Marker Kit 8,Diagnostic Kits,high,2025-09-25,1,,,2025-03-30
inventory,H002,City Medical Center,DK-108,Calibration Kit 9,Diagnostic Kits,low,,,31,2027-03-11,2025-05-07
movement,H002,City Medical Center,DK-108,Calibration Kit 9,Diagnostic Kits,low,2025-02-26,1,,,2025-05-07
movement,H002,City Medical Center,DK-108,Calibration Kit 9,Diagnostic Kits,low,2024-11-30,1,,,2025-05-07
movement,H002,City Medical Center,DK-108,Calibration Kit 9,Diagnostic Kits,low,2025-07-31,1,,,2025-05-07
movement,H002,City Medical Center,DK-108,Calibration Kit 9,Diagnostic Kits,low,2025-03-14,1,,,2025-05-07
movement,H002,City Medical Center,DK-108,Calibration Kit 9,Diagnostic Kits,low,2025-02-12,1,,,2025-05-07
movement,H002,City Medical Center,DK-108,Calibration Kit 9,Diagnostic Kits,low,2024-12-18,1,,,2025-05-07
movement,H002,City Medical Center,DK-108,Calibration Kit 9,Diagnostic Kits,low,2024-10-09,1,,,2025-05-07
movement,H002,City Medical Center,DK-108,Calibration Kit 9,Diagnostic Kits,low,2025-05-28,1,,,2025-05-07
movement,H002,City Medical Center,DK-108,Calibration Kit 9,Diagnostic Kits,low,2025-10-20,1,,,2025-05-07
inventory,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,,,2,2027-03-17,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-06-18,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-02-04,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-04-20,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-02-05,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-05-02,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2024-11-27,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-01-02,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-04-26,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-06-30,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-09-28,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-05-02,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-11-15,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-06-12,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-08-30,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2024-10-11,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-01-13,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-04-04,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2024-12-07,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-05-24,1,,,2024-10-19
movement,H002,City Medical Center,DK-109,Rapid Test Kit 10,Diagnostic Kits,high,2025-10-11,1,,,2024-10-19
inventory,H002,City Medical Center,DK-110,Calibration Kit 11,Diagnostic Kits,low,,,6,2026-09-01,2024-09-29
movement,H002,City Medical Center,DK-110,Calibration Kit 11,Diagnostic Kits,low,2025-03-02,1,,,2024-09-29
movement,H002,City Medical Center,DK-110,Calibration Kit 11,Diagnostic Kits,low,2025-10-16,1,,,2024-09-29
movement,H002,City Medical Center,DK-110,Calibration Kit 11,Diagnostic Kits,low,2025-05-07,1,,,2024-09-29
movement,H002,City Medical Center,DK-110,Calibration Kit 11,Diagnostic Kits,low,2025-06-20,1,,,2024-09-29
movement,H002,City Medical Center,DK-110,Calibration Kit 11,Diagnostic Kits,low,2024-11-09,1,,,2024-09-29
movement,H002,City Medical Center,DK-110,Calibration Kit 11,Diagnostic Kits,low,2025-06-05,1,,,2024-09-29
movement,H002,City Medical Center,DK-110,Calibration Kit 11,Diagnostic Kits,low,2025-08-04,1,,,2024-09-29
movement,H002,City Medical Center,DK-110,Calibration Kit 11,Diagnostic Kits,low,2025-06-08,1,,,2024-09-29
movement,H002,City Medical Center,DK-110,Calibration Kit 11,Diagnostic Kits,low,2024-10-23,1,,,2024-09-29
inventory,H002,City Medical Center,DK-111,Calibration Kit 12,Diagnostic Kits,low,,,4,2027-06-01,2025-02-13
movement,H002,City Medical Center,DK-111,Calibration Kit 12,Diagnostic Kits,low,2024-10-24,1,,,2025-02-13
movement,H002,City Medical Center,DK-111,Calibration Kit 12,Diagnostic Kits,low,2025-05-31,1,,,2025-02-13
movement,H002,City Medical Center,DK-111,Calibration Kit 12,Diagnostic Kits,low,2025-05-30,1,,,2025-02-13
movement,H002,City Medical Center,DK-111,Calibration Kit 12,Diagnostic Kits,low,2024-11-18,1,,,2025-02-13
movement,H002,City Medical Center,DK-111,Calibration Kit 12,Diagnostic Kits,low,2024-10-02,1,,,2025-02-13
movement,H002,City Medical Center,DK-111,Calibration Kit 12,Diagnostic Kits,low,2024-12-30,1,,,2025-02-13
inventory,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,,,15,2026-04-10,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2025-08-29,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2025-01-21,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2025-09-08,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2024-11-01,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2024-11-02,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2024-12-25,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2025-10-18,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2025-08-27,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2024-10-26,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2025-01-08,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2025-03-18,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2025-04-02,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2024-11-04,1,,,2025-02-24
movement,H002,City Medical Center,DK-112,Reagent Pack 13,Diagnostic Kits,medium,2025-02-10,1,,,2025-02-24
inventory,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,,,28,2026-11-21,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-04-14,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-10-22,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-03-30,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-04-13,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-01-06,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-06-23,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2024-10-14,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-07-08,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-01-27,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-10-28,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-05-29,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-03-11,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-10-19,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-06-20,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-04-03,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-04-08,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-11-06,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-10-27,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-05-21,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-07-02,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-10-17,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2024-12-30,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-10-10,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-01-15,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-01-25,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-03-11,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-05-13,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-04-03,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-02-01,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-02-15,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2024-10-16,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2024-11-12,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-11-04,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-04-09,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2024-10-07,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-02-06,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2024-12-27,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-08-21,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-06-14,1,,,2024-07-18
movement,H002,City Medical Center,DK-113,Rapid Test Kit 14,Diagnostic Kits,high,2025-01-20,1,,,2024-07-18
inventory,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,,,32,2026-05-29,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2024-10-06,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-06-03,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2024-11-25,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-10-13,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-03-12,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2024-12-30,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-08-29,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-11-05,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-07-22,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2024-11-28,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-04-15,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-04-15,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-03-02,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-03-03,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-01-17,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-09-05,1,,,2024-09-09
movement,H002,City Medical Center,DK-114,Reagent Pack 15,Diagnostic Kits,medium,2025-05-23,1,,,2024-09-09
inventory,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,,,18,2027-01-26,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2024-10-17,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2025-01-06,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2024-12-29,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2025-06-07,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2025-10-23,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2025-06-10,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2025-10-08,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2025-02-13,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2024-12-13,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2025-05-12,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2025-07-03,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2025-07-19,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2024-11-20,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2024-12-24,1,,,2024-11-01
movement,H002,City Medical Center,DK-115,Cartridge Diagnostic Kit 16,Diagnostic Kits,medium,2025-01-21,1,,,2024-11-01
inventory,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,,,21,2026-03-19,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-05-30,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-06-20,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-25,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-03,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-21,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-05-09,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-09-20,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-01-25,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-11-28,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-10-13,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-06-20,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-02-12,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-05-17,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-31,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-10-16,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-06-10,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-10-05,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-09-21,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-17,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-01,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-11-12,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-10,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-03-01,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-10-09,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-30,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-17,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-04-23,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-03-10,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-05-24,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-11-16,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-05-24,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-06-20,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-08-25,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-08-08,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-06-04,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-10-29,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-03-22,1,,,2025-02-23
movement,H002,City Medical Center,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-08-19,1,,,2025-02-23
inventory,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,,,8,2026-06-02,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-03-11,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-10-27,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-02-22,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-11-12,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-03-01,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-11-06,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-12-22,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-06-06,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-10-29,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-01-13,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-09-19,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-01-24,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-05-17,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-09-08,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-09-03,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-08-25,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-12-06,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-10-27,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-01-10,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-10-07,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-09-02,1,,,2025-01-15
movement,H002,City Medical Center,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-11-21,1,,,2025-01-15
inventory,H002,City Medical Center,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,,,2,2027-02-19,2024-09-28
movement,H002,City Medical Center,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-04-12,1,,,2024-09-28
movement,H002,City Medical Center,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-01-17,1,,,2024-09-28
movement,H002,City Medical Center,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-07-03,1,,,2024-09-28
movement,H002,City Medical Center,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2024-11-05,1,,,2024-09-28
movement,H002,City Medical Center,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2024-11-07,1,,,2024-09-28
movement,H002,City Medical Center,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2024-10-20,1,,,2024-09-28
movement,H002,City Medical Center,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-04-10,1,,,2024-09-28
movement,H002,City Medical Center,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-07-29,1,,,2024-09-28
